target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3	file
RAMPs	PF03787.15	213	EONKLDOH_00017	-	224	2.3e-09	37.6	0.0	1	1	1.8000000000000002e-13	3.2e-09	37.2	0.0	1	213	7	198	7	198	0.81	AP018315_504-860.tsv
RAMPs	PF03787.15	213	EONKLDOH_00018	-	543	0.00022	21.3	0.3	1	2	1e-07	0.00093	19.3	0.1	31	213	29	231	22	231	0.76	AP018315_504-860.tsv
RAMPs	PF03787.15	213	EONKLDOH_00019	-	498	1.6e-24	87.1	1.4	1	2	2.3e-11	4.2e-07	30.2	0.1	4	212	26	190	23	191	0.82	AP018315_504-860.tsv
IMS	PF00817.20	150	ELJJMHGF_00001	-	295	1e-24	87.3	0.0	1	1	6.799999999999998e-28	1.7e-24	86.5	0.0	51	150	1	98	1	98	0.97	FN424405_377825-378748.tsv
RtcB	PF01139.17	412	ELJJMHGF_00002	-	324	4.1999999999999994e-51	174.4	0.0	1	2	4.5e-15	8.000000000000001e-11	41.8	0.0	1	82	29	120	29	125	0.76	FN424405_377825-378748.tsv
RtcB	PF01139.17	412	ELJJMHGF_00003	-	53	7.7e-10	38.5	0.0	1	1	9.1e-14	8.199999999999999e-10	38.4	0.0	367	411	2	46	1	47	0.96	FN424405_377825-378748.tsv
RF-1	PF00472.20	116	ELJJMHGF_00004	-	204	3.4e-24	85.0	0.6	1	1	3.1e-28	5.5000000000000006e-24	84.3	0.6	6	85	103	181	99	197	0.81	FN424405_377825-378748.tsv
Peptidase_M20	PF01546.28	207	ELJJMHGF_00005	-	485	1.1e-20	74.3	0.0	1	1	3e-24	1.8000000000000002e-20	73.6	0.0	2	206	73	480	72	481	0.88	FN424405_377825-378748.tsv
Pribosyltran	PF00156.27	159	ELJJMHGF_00006	-	152	1.6e-15	57.0	0.0	1	1	1.1000000000000002e-19	2e-15	56.7	0.0	4	157	11	144	8	146	0.85	FN424405_377825-378748.tsv
DUF1100	PF06500.11	411	ELJJMHGF_00007	-	414	1.799999999999998e-213	708.8	0.0	1	1	4.499999999999995e-217	1.999999999999999e-213	708.6	0.0	1	411	1	414	1	414	0.99	FN424405_377825-378748.tsv
Crl	PF07417.12	120	ELJJMHGF_00008	-	133	3.3e-54	182.1	0.2	1	1	2.0999999999999995e-58	3.7e-54	181.9	0.2	2	119	5	122	4	123	0.98	FN424405_377825-378748.tsv
Porin_1	PF00267.21	340	ELJJMHGF_00009	-	350	1.3999999999999992e-150	501.4	23.7	1	1	2.6999999999999992e-154	1.599999999999999e-150	501.2	23.7	1	340	26	350	26	350	0.99	FN424405_377825-378748.tsv
AA_kinase	PF00696.28	241	ELJJMHGF_00010	-	367	2.9999999999999997e-44	151.4	1.9	1	1	4.5e-48	4e-44	151.0	1.9	2	241	6	235	5	235	0.95	FN424405_377825-378748.tsv
Aldedh	PF00171.22	462	ELJJMHGF_00011	-	416	4.3e-20	71.7	2.1	1	2	5.7e-21	5.1e-17	61.5	0.3	37	298	8	282	2	298	0.82	FN424405_377825-378748.tsv
Phage_integrase	PF00589.22	172	ELJJMHGF_00013	-	387	5.399999999999999e-48	163.0	0.6	1	2	0.037000000000000005	660.0	-0.0	0.1	69	123	56	112	37	132	0.66	FN424405_377825-378748.tsv
DUF2584	PF10763.9	81	ELJJMHGF_00015	-	94	0.086	13.0	0.1	1	2	0.61	11000.0	-3.3	0.0	31	35	23	27	17	29	0.56	FN424405_377825-378748.tsv
DUF550	PF04447.12	97	ELJJMHGF_00016	-	321	2e-45	152.8	0.3	1	1	2.1e-49	3.7e-45	152.0	0.3	1	96	104	199	104	200	0.98	FN424405_377825-378748.tsv
Ead_Ea22	PF13935.6	139	ELJJMHGF_00018	-	214	5.8e-24	85.3	3.4	1	1	2.2e-27	8.000000000000001e-24	84.9	3.4	2	139	2	165	1	165	0.92	FN424405_377825-378748.tsv
DUF2737	PF10930.8	53	ELJJMHGF_00020	-	56	1.9e-22	78.6	0.7	1	1	1.3e-26	2.3e-22	78.3	0.7	1	53	1	55	1	55	0.94	FN424405_377825-378748.tsv
DUF2856	PF11043.8	97	ELJJMHGF_00021	-	97	2.5e-66	219.9	0.7	1	1	1.4999999999999994e-70	2.7999999999999985e-66	219.8	0.7	1	97	1	97	1	97	1.0	FN424405_377825-378748.tsv
Rad52_Rad22	PF04098.15	153	ELJJMHGF_00022	-	235	3.6e-24	85.4	0.1	1	1	2.8e-27	5.1e-23	81.7	0.1	8	153	5	136	3	136	0.94	FN424405_377825-378748.tsv
Phage_Arf	PF17585.2	47	ELJJMHGF_00023	-	47	5.7e-34	115.8	2.4	1	1	6.799999999999998e-38	6.1e-34	115.7	2.4	1	47	1	47	1	47	0.99	FN424405_377825-378748.tsv
DUF5444	PF17519.2	62	ELJJMHGF_00024	-	62	9.499999999999999e-33	112.0	0.4	1	1	1.1e-36	9.999999999999999e-33	111.9	0.4	1	62	1	62	1	62	0.99	FN424405_377825-378748.tsv
Lambda_CIII	PF02061.16	42	ELJJMHGF_00025	-	50	1.8999999999999998e-24	85.4	0.1	1	1	2.3999999999999998e-28	2.2e-24	85.2	0.1	1	42	2	43	2	43	0.99	FN424405_377825-378748.tsv
DUF2624	PF11116.8	83	ELJJMHGF_00026	-	41	0.0048	17.8	0.1	1	1	2.7e-07	0.0049	17.7	0.1	30	68	2	40	1	41	0.93	FN424405_377825-378748.tsv
Ral	PF11058.8	66	ELJJMHGF_00028	-	66	1.1e-45	153.0	5.4	1	1	1.3e-49	1.1999999999999996e-45	152.9	5.4	1	66	1	66	1	66	0.99	FN424405_377825-378748.tsv
DUF2767	PF10965.8	67	ELJJMHGF_00030	-	69	4.3e-30	103.5	1.6	1	1	2.6e-34	4.7e-30	103.4	1.6	1	67	1	67	1	67	0.99	FN424405_377825-378748.tsv
BstA	-	285	ELJJMHGF_00031	-	307	1.599999999999999e-127	424.4	0.0	1	1	9.999999999999994e-132	1.7999999999999991e-127	424.2	0.0	1	284	12	295	12	296	0.99	FN424405_377825-378748.tsv
Peptidase_S24	PF00717.23	70	ELJJMHGF_00032	-	211	3.5e-11	42.9	0.1	1	1	1.8000000000000002e-14	5.4e-11	42.3	0.1	2	63	120	183	119	189	0.88	FN424405_377825-378748.tsv
YdaS_antitoxin	PF15943.5	65	ELJJMHGF_00033	-	71	1.3e-23	82.6	0.2	1	1	9e-27	1.5e-23	82.4	0.2	1	60	6	64	6	68	0.97	FN424405_377825-378748.tsv
Phage_CII	PF05269.11	91	ELJJMHGF_00034	-	93	7e-30	103.1	0.1	1	1	3.3e-33	7.499999999999998e-30	103.0	0.1	3	91	4	92	1	92	0.96	FN424405_377825-378748.tsv
Phage_rep_O	PF04492.13	95	ELJJMHGF_00035	-	277	5.4e-37	126.3	0.1	1	1	1.8999999999999995e-40	8.6e-37	125.6	0.1	1	95	20	114	20	114	0.99	FN424405_377825-378748.tsv
DnaB_C	PF03796.15	255	ELJJMHGF_00036	-	458	6.699999999999998e-75	251.7	0.1	1	1	3.0999999999999997e-78	9.399999999999994e-75	251.2	0.1	2	246	171	422	170	428	0.93	FN424405_377825-378748.tsv
zf-CCCH_6	PF18585.1	53	ELJJMHGF_00037	-	89	0.023	14.6	0.0	1	1	5.5e-06	0.049	13.5	0.0	8	35	62	89	61	89	0.93	FN424405_377825-378748.tsv
DUF4752	PF15944.5	84	ELJJMHGF_00038	-	90	3.4e-32	110.3	0.3	1	1	2.2e-36	3.8999999999999996e-32	110.1	0.3	5	83	6	84	3	85	0.97	FN424405_377825-378748.tsv
NinB	PF05772.12	131	ELJJMHGF_00041	-	148	1.8999999999999997e-48	163.6	0.1	1	1	2.4999999999999996e-52	2.2e-48	163.4	0.1	1	131	1	131	1	131	0.99	FN424405_377825-378748.tsv
NinG	PF05766.12	186	ELJJMHGF_00042	-	203	6.799999999999997e-86	286.9	16.1	1	1	2.599999999999999e-89	7.799999999999997e-86	286.8	16.1	1	185	1	196	1	197	0.98	FN424405_377825-378748.tsv
Rep_fac-A_C	PF08646.10	146	ELJJMHGF_00043	-	74	0.048	13.4	0.1	1	1	5.9e-06	0.053	13.3	0.1	29	58	28	59	10	62	0.87	FN424405_377825-378748.tsv
Phage_NinH	PF06322.11	60	ELJJMHGF_00044	-	67	1.1999999999999996e-38	130.8	0.2	1	1	1e-41	1.3e-38	130.7	0.2	1	60	1	60	1	60	0.99	FN424405_377825-378748.tsv
FAM195	PF14799.6	103	ELJJMHGF_00045	-	59	0.041	14.2	0.1	1	1	2.3e-06	0.041	14.2	0.1	12	52	7	48	1	58	0.77	FN424405_377825-378748.tsv
Phage_antitermQ	PF06530.12	118	ELJJMHGF_00046	-	172	2e-23	82.5	0.0	1	1	3.2e-27	2.8000000000000003e-23	82.0	0.0	3	90	15	103	13	117	0.91	FN424405_377825-378748.tsv
Phage_holin_2_3	PF16080.5	56	ELJJMHGF_00049	-	67	1.3999999999999995e-20	72.8	0.1	1	1	5.5999999999999996e-24	1.7e-20	72.5	0.1	2	50	6	54	5	58	0.92	FN424405_377825-378748.tsv
Phage_lysozyme	PF00959.19	109	ELJJMHGF_00050	-	167	2.4e-31	108.4	0.1	1	1	1.6e-35	2.8999999999999996e-31	108.1	0.1	2	108	51	156	50	157	0.98	FN424405_377825-378748.tsv
Rz1	PF06085.11	41	ELJJMHGF_00051	-	61	3.3e-20	71.6	3.3	1	1	4.5e-24	4.1e-20	71.3	3.3	1	41	20	58	20	58	0.99	FN424405_377825-378748.tsv
ORF11CD3	PF10549.9	53	ELJJMHGF_00052	-	201	2.9e-24	84.9	0.3	1	2	0.76	6800.0	-2.7	0.0	5	16	130	141	127	143	0.78	FN424405_377825-378748.tsv
SlyX	PF04102.12	67	ELJJMHGF_00054	-	86	0.07	13.8	0.1	1	2	1.1e-05	0.2	12.3	0.1	6	45	2	41	1	59	0.8	FN424405_377825-378748.tsv
DUF2560	PF10834.8	72	ELJJMHGF_00055	-	80	8e-44	147.7	0.6	1	1	1.4999999999999998e-47	8.900000000000001e-44	147.6	0.6	1	72	5	76	5	76	0.99	FN424405_377825-378748.tsv
GP3_package	PF16677.5	113	ELJJMHGF_00057	-	162	1.4999999999999996e-37	128.2	0.0	1	1	1e-41	1.8e-37	127.9	0.0	1	113	17	133	17	133	0.97	FN424405_377825-378748.tsv
Terminase_6	PF03237.15	215	ELJJMHGF_00058	-	499	6.3e-61	205.8	0.0	1	1	9.999999999999996e-65	9e-61	205.3	0.0	1	215	57	303	57	303	0.99	FN424405_377825-378748.tsv
P22_portal	PF16510.5	668	ELJJMHGF_00059	-	725	0.0	1252.4	16.5	1	1	0.0	0.0	1252.2	16.5	1	668	14	681	14	681	1.0	FN424405_377825-378748.tsv
Phage-scaffold	PF09306.10	303	ELJJMHGF_00060	-	303	8.299999999999993e-200	662.5	13.9	1	1	5.199999999999996e-204	9.299999999999994e-200	662.3	13.9	1	303	1	302	1	302	1.0	FN424405_377825-378748.tsv
P22_CoatProtein	PF11651.8	417	ELJJMHGF_00061	-	430	4.099999999999998e-151	503.3	3.3	1	1	7.699999999999997e-155	4.599999999999998e-151	503.1	3.3	1	417	1	427	1	427	1.0	FN424405_377825-378748.tsv
P22_Tail-4	PF11650.8	164	ELJJMHGF_00063	-	166	5.199999999999999e-83	276.9	0.1	1	1	3.4999999999999983e-87	6.299999999999998e-83	276.6	0.1	1	163	1	160	1	161	0.99	FN424405_377825-378748.tsv
ABC_tran	PF00005.27	137	ANFEHAOB_00001	-	264	5.400000000000001e-26	91.7	0.0	1	1	5.7e-29	7.8e-26	91.2	0.0	1	137	22	177	22	177	0.93	CP017306_1204963-1205775.tsv
BPD_transp_2	PF02653.16	268	ANFEHAOB_00002	-	296	2.1e-31	109.1	35.1	1	1	3e-35	2.6999999999999997e-31	108.7	35.1	2	263	6	277	5	285	0.82	CP017306_1204963-1205775.tsv
ABC_sub_bind	PF04392.12	293	ANFEHAOB_00003	-	325	1.3999999999999991e-123	411.8	7.0	1	1	2.6999999999999983e-127	1.599999999999999e-123	411.6	7.0	1	292	32	323	32	324	0.99	CP017306_1204963-1205775.tsv
tRNA-synt_1	PF00133.22	602	ANFEHAOB_00006	-	950	9.999999999999992e-221	734.1	0.0	1	1	5.899999999999994e-223	1.2999999999999989e-219	730.4	0.0	2	602	14	628	13	628	0.97	CP017306_1204963-1205775.tsv
DNA_pol3_chi	PF04364.13	136	ANFEHAOB_00008	-	142	4.599999999999998e-40	136.9	0.0	1	1	2.9e-44	5.2e-40	136.8	0.0	1	136	1	135	1	135	0.94	CP017306_1204963-1205775.tsv
Peptidase_M17	PF00883.21	311	ANFEHAOB_00009	-	495	4.399999999999998e-127	423.6	0.0	1	1	7.099999999999997e-131	6.399999999999996e-127	423.1	0.0	2	310	184	486	183	487	0.97	CP017306_1204963-1205775.tsv
HTH_18	PF12833.7	81	ANFEHAOB_00010	-	270	3.5000000000000005e-22	78.4	3.9	1	2	0.24	850.0	0.3	0.0	30	46	165	181	164	183	0.85	CP017306_1204963-1205775.tsv
Peptidase_S15	PF02129.18	269	ANFEHAOB_00011	-	307	7.9e-15	55.2	0.0	1	1	5.8e-18	9.5e-15	54.9	0.0	2	159	12	160	11	215	0.87	CP017306_1204963-1205775.tsv
LptF_LptG	PF03739.14	354	ANFEHAOB_00012	-	372	1.7999999999999993e-73	247.5	6.9	1	1	1.0999999999999995e-77	1.9999999999999997e-73	247.3	6.9	1	353	5	352	5	353	0.96	CP017306_1204963-1205775.tsv
LptF_LptG	PF03739.14	354	ANFEHAOB_00013	-	355	1.0999999999999998e-66	225.1	3.2	1	1	1.3999999999999993e-70	1.3e-66	224.9	3.2	1	354	6	353	6	353	0.98	CP017306_1204963-1205775.tsv
RDD	PF06271.12	141	ANFEHAOB_00014	-	165	2e-28	99.4	6.8	1	1	2.6e-32	2.3e-28	99.2	6.8	1	140	14	151	14	152	0.97	CP017306_1204963-1205775.tsv
EAL	PF00563.20	238	ANFEHAOB_00015	-	526	3.9999999999999985e-67	226.2	0.0	1	1	9.099999999999997e-71	5.3999999999999997e-67	225.8	0.0	2	238	263	498	262	498	0.98	CP017306_1204963-1205775.tsv
DUF4236	PF14020.6	55	ANFEHAOB_00016	-	93	8.7e-22	77.5	6.8	1	2	4.9000000000000005e-26	8.7e-22	77.5	6.8	2	53	4	54	3	56	0.97	CP017306_1204963-1205775.tsv
HTH_17	PF12728.7	51	ANFEHAOB_00017	-	146	4.9e-12	45.8	0.0	1	2	6.3e-12	5.7e-08	32.8	0.0	3	50	10	62	8	63	0.84	CP017306_1204963-1205775.tsv
DUF1761	PF08570.10	125	ANFEHAOB_00018	-	84	0.0043	17.3	0.3	1	1	1.1e-06	0.005	17.1	0.3	35	89	13	66	3	76	0.81	CP017306_1204963-1205775.tsv
BstA	-	285	ANFEHAOB_00019	-	298	7.999999999999998e-111	369.6	0.1	1	1	1.4999999999999994e-114	9.099999999999999e-111	369.4	0.1	3	281	8	287	6	291	0.95	CP017306_1204963-1205775.tsv
GerE	PF00196.19	57	ANFEHAOB_00020	-	179	3.5e-16	58.5	0.3	1	1	2.3e-19	5.8e-16	57.8	0.3	1	57	117	173	117	173	0.97	CP017306_1204963-1205775.tsv
ETF_alpha	PF00766.19	84	ANFEHAOB_00021	-	177	0.064	13.3	0.1	1	2	8.900000000000001e-06	0.16	12.0	0.0	27	57	103	133	89	143	0.88	CP017306_1204963-1205775.tsv
HTH_Tnp_1	PF01527.20	75	ANFEHAOB_00022	-	94	9.4e-18	64.3	0.0	1	1	1.8e-21	1.1e-17	64.1	0.0	4	75	2	70	1	70	0.97	CP017306_1204963-1205775.tsv
Terminase_2	PF03592.16	140	ANFEHAOB_00024	-	141	2.4e-13	50.8	0.6	1	1	1.5e-17	2.6e-13	50.6	0.6	2	55	5	58	4	125	0.84	CP017306_1204963-1205775.tsv
Pectate_lyase_3	PF12708.7	215	ANFEHAOB_00025	-	559	2.9e-14	53.4	1.5	1	1	7.7e-18	6.900000000000001e-14	52.2	1.5	4	74	165	233	162	319	0.88	CP017306_1204963-1205775.tsv
Phage_capsid	PF05065.13	280	ANFEHAOB_00029	-	338	9.3e-18	64.5	0.3	1	1	7.000000000000001e-22	1.3e-17	64.1	0.3	12	247	62	287	58	326	0.81	CP017306_1204963-1205775.tsv
HTH_17	PF12728.7	51	ANFEHAOB_00030	-	88	0.003	17.7	0.1	1	1	2.7e-07	0.0049	17.0	0.1	5	44	36	78	33	84	0.88	CP017306_1204963-1205775.tsv
EKLF_TAD2	PF16833.5	27	ANFEHAOB_00031	-	155	7.8	6.6	5.6	1	2	0.54	9700.0	-3.3	0.5	17	21	22	26	22	26	0.92	CP017306_1204963-1205775.tsv
TBPIP	PF07106.13	62	ANFEHAOB_00032	-	156	0.0027	17.6	0.0	1	2	1.2e-06	0.011	15.7	0.0	11	55	45	94	37	97	0.8	CP017306_1204963-1205775.tsv
DUF3077	PF11275.8	77	ANFEHAOB_00033	-	93	3.4e-07	30.4	0.0	1	1	2.2e-11	3.9e-07	30.2	0.0	10	75	15	80	5	82	0.87	CP017306_1204963-1205775.tsv
HTH_39	PF14090.6	70	ANFEHAOB_00036	-	115	0.036000000000000004	13.8	0.0	1	2	9.2e-06	0.17	11.7	0.0	4	69	30	94	27	95	0.8	CP017306_1204963-1205775.tsv
Phage_AlpA	PF05930.12	51	ANFEHAOB_00037	-	71	2.2e-17	62.6	0.1	1	1	3e-21	2.6e-17	62.3	0.1	2	51	10	59	9	59	0.98	CP017306_1204963-1205775.tsv
Phage_integrase	PF00589.22	172	ANFEHAOB_00039	-	403	1.4000000000000002e-25	90.1	0.2	1	1	8.3e-29	3e-25	89.0	0.2	4	169	208	369	206	371	0.94	CP017306_1204963-1205775.tsv
Queuosine_synth	PF02547.15	325	ANFEHAOB_00041	-	347	3.8999999999999984e-135	450.1	0.0	1	1	4.899999999999998e-139	4.399999999999998e-135	450.0	0.0	2	325	4	336	3	336	0.97	CP017306_1204963-1205775.tsv
TGT	PF01702.18	350	ANFEHAOB_00042	-	375	7.899999999999995e-150	498.8	0.0	1	1	5.899999999999997e-154	1.0999999999999993e-149	498.4	0.0	2	348	14	366	12	367	0.98	CP017306_1204963-1205775.tsv
YajC	PF02699.15	80	ANFEHAOB_00043	-	112	1.1999999999999999e-28	98.8	0.1	1	1	2.2999999999999998e-32	1.4e-28	98.6	0.1	4	79	28	101	25	102	0.94	CP017306_1204963-1205775.tsv
SecD-TM1	PF13721.6	103	ANFEHAOB_00044	-	620	6e-38	129.4	0.9	1	3	2.3e-37	6.9e-34	116.4	0.0	1	103	2	104	2	104	0.99	CP017306_1204963-1205775.tsv
SecD_SecF	PF02355.16	189	ANFEHAOB_00045	-	306	4.799999999999998e-64	215.2	7.4	1	2	0.54	3300.0	-2.7	0.2	160	173	16	29	7	40	0.5	CP017306_1204963-1205775.tsv
Rick_17kDa_Anti	PF05433.15	42	ANFEHAOB_00046	-	182	6.3e-10	38.8	22.3	1	2	2.6	7700.0	-3.1	10.2	29	36	7	14	3	25	0.54	CP017306_1204963-1205775.tsv
Inositol_P	PF00459.25	272	ANFEHAOB_00047	-	271	9.999999999999997e-67	225.2	0.0	1	1	1.3999999999999993e-70	1.1999999999999999e-66	225.0	0.0	2	263	1	258	1	265	0.92	CP017306_1204963-1205775.tsv
MlaC	PF05494.12	166	JNIDDHMH_00002	-	198	1.8000000000000002e-29	102.6	0.0	1	1	1.1999999999999998e-33	2.1e-29	102.4	0.0	3	166	39	196	37	196	0.94	CP035090_802716-803615.tsv
MlaA	PF04333.13	195	JNIDDHMH_00003	-	241	6.5e-62	208.7	0.0	1	1	8.5e-66	7.6e-62	208.5	0.0	2	194	29	227	28	228	0.96	CP035090_802716-803615.tsv
ABC_tran	PF00005.27	137	JNIDDHMH_00004	-	580	1.2e-26	93.9	0.0	1	1	1.6e-29	1.8e-26	93.2	0.0	1	136	352	500	352	501	0.9	CP035090_802716-803615.tsv
HlyD_3	PF13437.6	106	JNIDDHMH_00005	-	477	3.4e-16	59.9	7.1	1	4	0.017	33.0	5.2	0.1	5	29	102	126	98	129	0.88	CP035090_802716-803615.tsv
OTCace	PF00185.24	157	JNIDDHMH_00006	-	308	1.7e-50	171.2	0.0	1	1	2.5999999999999994e-54	2.3e-50	170.7	0.0	2	156	154	304	153	305	0.95	CP035090_802716-803615.tsv
Acetyltransf_8	PF13523.6	145	JNIDDHMH_00007	-	158	5.5999999999999996e-24	84.5	0.2	1	1	1.1999999999999998e-27	6.9e-24	84.2	0.2	3	139	11	139	9	143	0.96	CP035090_802716-803615.tsv
Aminotran_3	PF00202.21	406	JNIDDHMH_00008	-	390	2.4999999999999992e-108	362.3	0.0	1	1	8.799999999999995e-112	3.1999999999999996e-108	362.0	0.0	8	404	11	383	6	385	0.98	CP035090_802716-803615.tsv
ABC2_membrane	PF01061.24	210	JNIDDHMH_00009	-	273	2.7e-33	115.1	18.5	1	1	5.1e-37	4.5e-33	114.4	18.5	3	208	26	234	25	236	0.93	CP035090_802716-803615.tsv
GcrA	PF07750.11	162	JNIDDHMH_00010	-	201	2.2e-49	168.0	0.6	1	1	7.7e-52	1.5e-48	165.2	0.6	1	160	1	198	1	200	0.84	CP035090_802716-803615.tsv
NUDIX	PF00293.28	131	JNIDDHMH_00011	-	147	8.899999999999999e-21	74.3	0.0	1	1	1.2e-24	1e-20	74.1	0.0	3	118	6	124	4	138	0.75	CP035090_802716-803615.tsv
tRNA-synt_1g	PF09334.11	391	JNIDDHMH_00012	-	572	5.299999999999998e-141	469.9	0.0	1	1	9.999999999999992e-145	6.299999999999997e-141	469.7	0.0	1	390	4	409	4	410	0.96	CP035090_802716-803615.tsv
TonB_dep_Rec	PF00593.24	470	JNIDDHMH_00013	-	713	7.699999999999997e-63	214.0	17.9	1	1	2.3999999999999997e-66	1.1e-62	213.5	17.9	11	469	225	711	220	712	0.8	CP035090_802716-803615.tsv
Arginase	PF00491.21	280	JNIDDHMH_00014	-	306	4.5999999999999994e-67	226.5	0.0	1	1	2.999999999999999e-71	5.3999999999999997e-67	226.2	0.0	2	279	3	294	2	295	0.86	CP035090_802716-803615.tsv
HTH_23	PF13384.6	50	JNIDDHMH_00016	-	155	2.2e-05	24.1	1.1	1	3	0.5	1100.0	-0.5	0.0	21	30	9	18	8	19	0.86	CP035090_802716-803615.tsv
BstA	-	285	JNIDDHMH_00023	-	307	9.799999999999996e-115	382.4	0.0	1	1	1.2999999999999993e-118	1.0999999999999992e-114	382.2	0.0	1	284	13	296	13	297	0.98	CP035090_802716-803615.tsv
HTH_31	PF13560.6	64	JNIDDHMH_00025	-	176	6.1e-10	39.3	7.0	1	3	2.7e-13	6.1e-10	39.3	7.0	3	56	11	64	10	72	0.92	CP035090_802716-803615.tsv
HEAT_2	PF13646.6	88	JNIDDHMH_00026	-	528	0.042	14.2	2.4	1	2	0.17	3000.0	-1.3	0.1	6	26	216	239	206	261	0.58	CP035090_802716-803615.tsv
DUF3987	PF13148.6	365	JNIDDHMH_00027	-	257	1.4e-32	113.1	0.6	1	2	1.1999999999999997e-36	2.2e-32	112.5	0.3	210	363	18	170	14	172	0.93	CP035090_802716-803615.tsv
DUF4096	PF13340.6	75	JNIDDHMH_00028	-	123	2.2e-22	79.1	0.2	1	1	1.6e-26	2.8999999999999997e-22	78.7	0.2	1	75	7	77	7	77	0.94	CP035090_802716-803615.tsv
DNA_methylase	PF00145.17	335	JNIDDHMH_00029	-	511	7.9e-43	147.1	0.0	1	2	0.00015	2.6	7.3	0.0	3	38	7	48	5	54	0.87	CP035090_802716-803615.tsv
Vsr	PF03852.15	74	JNIDDHMH_00030	-	154	5.2e-29	99.9	0.4	1	1	2.1e-32	9.6e-29	99.1	0.4	1	71	2	72	2	75	0.97	CP035090_802716-803615.tsv
Terminase_1	PF03354.15	468	JNIDDHMH_00031	-	163	6.1e-20	71.2	0.0	1	1	4.3e-24	7.8e-20	70.9	0.0	1	70	88	158	88	161	0.97	CP035090_802716-803615.tsv
Terminase_4	PF05119.12	99	JNIDDHMH_00032	-	156	2.6e-22	79.1	0.0	1	1	1.8e-26	3.2e-22	78.8	0.0	1	96	45	138	45	141	0.96	CP035090_802716-803615.tsv
CSD	PF00313.22	66	JNIDDHMH_00033	-	68	6.3000000000000005e-25	86.8	0.1	1	1	1.1e-28	6.7e-25	86.7	0.1	2	64	3	66	2	68	0.96	CP035090_802716-803615.tsv
ALMT	PF11744.8	469	JNIDDHMH_00035	-	74	0.0029	16.5	0.1	1	1	3.4e-07	0.003	16.5	0.1	152	187	13	45	2	63	0.86	CP035090_802716-803615.tsv
ParBc	PF02195.18	90	JNIDDHMH_00036	-	463	3.6e-09	36.8	0.0	1	1	9.5e-13	8.5e-09	35.6	0.0	8	89	26	104	22	105	0.92	CP035090_802716-803615.tsv
HNH	PF01844.23	47	JNIDDHMH_00037	-	131	4.2e-11	42.8	0.2	1	1	1.1e-14	6.8e-11	42.2	0.2	1	46	71	118	71	119	0.89	CP035090_802716-803615.tsv
HTH_AsnC-type	PF13404.6	42	JNIDDHMH_00038	-	125	0.0002	21.1	0.0	1	1	1.1e-07	0.00065	19.5	0.0	14	39	88	113	85	114	0.93	CP035090_802716-803615.tsv
LexA_DNA_bind	PF01726.16	65	JNIDDHMH_00040	-	193	0.015	15.1	0.0	1	1	1.5e-06	0.027000000000000003	14.2	0.0	33	59	92	118	82	122	0.88	CP035090_802716-803615.tsv
Arc	PF03869.14	50	JNIDDHMH_00043	-	79	0.00024	20.9	0.2	1	1	3.4e-08	0.00031	20.5	0.2	6	44	3	42	1	50	0.85	CP035090_802716-803615.tsv
PIN	PF01850.21	122	JNIDDHMH_00044	-	144	3.2e-12	47.0	0.0	1	1	2e-16	3.600000000000001e-12	46.9	0.0	1	117	2	127	2	132	0.85	CP035090_802716-803615.tsv
Sigma70_r4_2	PF08281.12	54	JNIDDHMH_00045	-	156	0.00024	20.7	0.0	1	1	5.0999999999999993e-08	0.00046	19.8	0.0	19	54	115	150	111	150	0.89	CP035090_802716-803615.tsv
Mu-like_Com	PF10122.9	52	JNIDDHMH_00046	-	77	0.0066	15.9	3.3	1	2	0.0035	21.0	4.7	0.5	26	33	27	34	24	43	0.8	CP035090_802716-803615.tsv
DUF2924	PF11149.8	135	JNIDDHMH_00048	-	151	4.9e-51	172.6	0.0	1	1	6.199999999999998e-55	5.6e-51	172.5	0.0	2	135	9	144	8	144	0.94	CP035090_802716-803615.tsv
Reprolysin_5	PF13688.6	196	GLPKHOEL_00002	-	250	0.02	15.1	0.2	1	1	1.6e-06	0.028	14.6	0.2	133	162	145	174	103	210	0.85	CP035731_356040-356873.tsv
SH3_2	PF07653.17	57	GLPKHOEL_00004	-	54	9.2e-06	25.3	0.2	1	1	1.1e-09	1e-05	25.1	0.2	2	50	3	53	2	54	0.95	CP035731_356040-356873.tsv
DUF1287	PF06940.11	164	GLPKHOEL_00005	-	193	2.7999999999999996e-65	219.0	0.0	1	1	1.7999999999999993e-69	3.199999999999999e-65	218.8	0.0	1	164	26	191	26	191	0.97	CP035731_356040-356873.tsv
NdhM	PF10664.9	107	GLPKHOEL_00009	-	151	0.053	13.8	0.0	1	2	0.27	4900.0	-2.2	0.0	41	53	55	67	50	78	0.63	CP035731_356040-356873.tsv
DUF2569	PF10754.9	143	GLPKHOEL_00010	-	166	1.1999999999999999e-28	100.3	7.1	1	1	1.5e-32	1.4e-28	100.2	7.1	2	143	13	162	12	162	0.97	CP035731_356040-356873.tsv
zf_UBZ	PF18439.1	32	GLPKHOEL_00012	-	119	0.0025	17.3	2.0	1	2	0.00036	0.29	10.7	0.3	1	16	13	28	13	30	0.83	CP035731_356040-356873.tsv
